customer,address_id,used
4297062,3559119,3559119
4297063,3559121,999999999
4297063,3559122,3559122
4303766,3566406,3566406
4303766,3566405,999999999
4303767,3566407,999999999
4303767,3566408,3566408
4305189,3568445,0
4305189,3568444,999999999
4305597,3568645,3568645
4305597,3568643,999999999
4305597,3568644,0
4309943,3574519,3574519
4309943,3574520,0
4309943,3574420,0
4309943,3574421,999999999
4310348,3574635,0
4310348,3856598,999999999
4310348,3856599,0
4310348,3979291,0
4310348,3574636,3574636
4310348,4479679,4479679
4310348,4024272,0
4310348,4026788,4026788
4311955,3576349,0
4311955,3576348,999999999
4312458,3576856,3576856
4312458,3576855,999999999
4330529,3595065,999999999
4330529,3595066,0
4335734,3600375,999999999
4335734,3600376,3600376
4377009,3639611,3639611
4377009,3639610,999999999
4385226,4061112,0
4385226,3646204,3646204
4385226,3646203,0
4385226,3979585,0
4385226,3846924,999999999
4385226,3846925,0
4385226,3981088,0
4385226,3979292,0
4387846,4025785,0
4387846,3648229,999999999
4387846,3648231,0
4387846,3648230,3648230
4391863,3650559,999999999
4391863,3650560,3650560
4394288,3979088,0
4394288,3653094,3653094
4394288,3653093,0
4394288,3994038,0
4394288,3943247,0
4394288,3879745,0
4394288,3829742,0
4394288,3829741,999999999
4394288,4156497,0
4394291,3653193,999999999
4394291,3653194,3653194
4395404,3654106,999999999
4395404,3654107,3654107
4396910,3655529,3655529
4396910,3655528,999999999
4398024,3656226,999999999
4398024,3656227,3656227
4399435,3657750,999999999
4399435,3657751,3657751
4416538,3674338,999999999
4416538,3674339,3674339
4421540,3680613,999999999
4421540,3680614,3680614
4447741,3706269,3706269
4447741,3706268,999999999
4452490,3710353,3710353
4452490,3710352,999999999
4453794,3710971,999999999
4453794,3710972,3710972
4454094,3711071,999999999
4454094,3711072,3711072
4478614,3735154,3735154
4478614,3735152,999999999
4478614,3735153,0
4478822,3735261,999999999
4478822,3735262,3735262
4479025,3735364,999999999
4479025,3735365,3735365
4479026,3735366,999999999
4479026,3735367,0
4479026,3735369,0
4479026,3735368,3735368
4479027,3735371,3735371
4479027,3735370,999999999
4479028,3735372,999999999
4479028,3735373,3735373
4488315,3744631,999999999
4488315,3744632,3744632
4494075,3750487,999999999
4494075,3750488,3750488
4523558,3776340,999999999
4523558,3776341,3776341
4523758,3776441,3776441
4523758,4244783,0
4523758,3776440,999999999
4523758,4175732,0
4523758,4558599,0
4523559,3776343,3776343
4523559,3776342,999999999
4523559,4402535,0
4523560,3776346,999999999
4523560,3776347,3776347
4527275,3779571,999999999
4527275,3779572,3779572
4529719,3782091,0
4529719,3782090,999999999
4553897,3808029,999999999
4553897,3808030,3808030
4565585,3818061,3818061
4565585,3818060,999999999
4571006,3823129,3823129
4571006,3823128,999999999
4579957,3830462,999999999
4579957,3830463,3830463
4586852,3837128,0
4586852,3837129,3837129
4586852,3837127,999999999
4592322,3842968,0
4592322,3842969,3842969
4592322,3842967,999999999
4619252,3867933,999999999
4619252,4300785,0
4619252,4256482,0
4619252,3867934,0
4628112,3881870,3881870
4628112,3881869,999999999
4628511,3882171,999999999
4628511,3882172,0
4628511,3882173,3882173
4635729,3894927,999999999
4635729,3894928,3894928
4637456,3897063,999999999
4637456,3897064,0
4643423,3903464,999999999
4643423,3903465,0
4647988,3908403,999999999
4647988,3908404,3908404
4656716,3919817,999999999
4656716,3919818,0
4656716,3919819,0
4656917,3919920,3919920
4656917,3919918,999999999
4656917,3919919,0
4665588,3938000,999999999
4665588,3938001,3938001
4665589,3938003,3938003
4665589,3938002,999999999
4665590,3938008,999999999
4665590,3938009,0
4669913,3947808,3947808
4669913,3947807,999999999
4676502,3957993,3957993
4676502,3957992,999999999
4678223,3959915,3959915
4678223,3959914,0
4678223,3959913,999999999
4678423,3960211,999999999
4678950,3960813,999999999
4678950,3960814,3960814
4680051,3961719,999999999
4680051,3961720,3961720
4680250,3961819,999999999
4680250,3961820,3961820
4682685,3966851,999999999
4682685,3966852,3966852
4684917,3969664,999999999
4684917,3969665,0
4687756,4466016,0
4687756,4466017,0
4687756,4492943,0
4687756,4444721,0
4687756,4444720,0
4687756,4492942,999999999
4687756,4373492,0
4687756,4373491,0
4687756,3973922,0
4687756,3973923,3973923
4688160,3974029,0
4688160,3974028,999999999
4712899,4007134,999999999
4712899,4007135,0
4713199,4007234,999999999
4713199,4007235,0
4714100,4007843,999999999
4714100,4007844,0
4717318,4156600,0
4717318,4011460,999999999
4717318,4011461,0
4717318,4011462,0
4717318,4190956,0
4717519,4011660,999999999
4717519,4520482,0
4717519,4011661,0
4719672,4015305,999999999
4719672,4015306,0
4719472,4015207,0
4719472,4015206,999999999
4719474,4015210,999999999
4719474,4015211,0
4723622,4020950,999999999
4723622,4020951,0
4723822,4021150,999999999
4723822,4021151,0
4724552,4021854,999999999
4724552,4021855,0
4725353,4022353,999999999
4725353,4022354,0
4726354,4023463,999999999
4726354,4023464,0
4726654,4034664,0
4726654,4023563,999999999
4726654,4023564,0
4726654,4588444,0
4727354,4024172,999999999
4727354,4024173,0
4728464,4025584,999999999
4728464,4025585,0
4729586,4028295,0
4729586,4028294,999999999
4729587,4028297,0
4729587,4028296,999999999
4730786,4029006,0
4730786,4029005,999999999
4730986,4029305,999999999
4730986,4029306,0
4737826,4039743,999999999
4737826,4039744,0
4741161,4045674,0
4741161,4045673,999999999
4741561,4045775,0
4741561,4045773,999999999
4741561,4045774,0
4747557,4054249,999999999
4747557,4054250,0
4749562,4056460,0
4749562,4056459,999999999
4749564,4056464,0
4749564,4056463,999999999
4749565,4056758,0
4749565,4232801,0
4749565,4056757,999999999
4749565,4060284,0
4749964,4057362,999999999
4749964,4057363,0
4750690,4058367,0
4750690,4058365,999999999
4750690,4058366,0
4763607,4072612,0
4763607,4072613,0
4763607,4072611,0
4763607,4072610,999999999
4764017,4433379,0
4764017,4073314,999999999
4764017,4073315,0
4771434,4085317,999999999
4771434,4085318,0
4788459,4098464,999999999
4788459,4098465,0
4830535,4175325,0
4830535,4175324,999999999
4836696,4182478,0
4836696,4182477,999999999
4843700,4190656,999999999
4843700,4190658,0
4843700,4190657,0
4854608,4204443,0
4854608,4204442,999999999
4854608,4204444,0
4858974,4210266,999999999
4858974,4210267,0
4892333,4257487,0
4892333,4257486,999999999
4896842,4266438,999999999
4896842,4266439,0
4914396,4290585,0
4914396,4290584,999999999
4933844,4314077,999999999
4933844,4314078,0
4953340,4377729,0
4953340,4348938,999999999
4953340,4348939,0
4961125,4363483,0
4961125,4363482,999999999
4970099,4383639,999999999
4970099,4383640,0
4977490,4395005,999999999
4977490,4395006,0
4990482,4421017,0
4990482,4592453,0
4990482,4592452,0
4990482,4465896,0
4990482,4421016,999999999
5016614,4466003,0
5016614,4466002,999999999
5018018,4467109,0
5018018,4467108,999999999
5018018,4467110,0
5027377,4500481,999999999
5027377,4500483,4500483
5030828,4492640,0
5030828,4492639,999999999
5031328,4492944,999999999
5031328,4492945,0
5031329,4492947,999999999
5031329,4492948,0
5034762,4499171,999999999
5034762,4499172,0
5059419,4537165,0
5059419,4588745,0
5059419,4537164,999999999
5059520,4537377,0
5059520,4537376,999999999
5059720,4537972,0
5059720,4537971,999999999
5066785,4550036,0
5066785,4550035,999999999
5069098,4553353,999999999
5069098,4553354,0
5078317,4566838,0
5078317,4566837,999999999
5078519,4567040,999999999
5078519,4567041,0
5079819,4568456,0
5079819,4568455,0
5079819,4568454,999999999
5098608,4598478,999999999
5098608,4598479,0
5100341,4601894,0
5100341,4601893,999999999
5104813,4608631,0
5104813,4608630,999999999
5104814,4608633,0
5104814,4608632,999999999
5104814,4608634,0
2337694,1813053,999999999
3592438,2944869,0
3592438,2944868,999999999
3592440,3962325,0
3592440,3962326,999999999
3592440,2944870,2944870
3592442,2944872,2944872
3592444,2944873,2944873
3604407,2963203,0
3604407,2953791,999999999
3604411,3363628,999999999
3604411,3363630,0
3604411,3363629,0
3604413,2953793,999999999
3616731,2965020,999999999
3668012,3012272,3012272
3739851,3077027,999999999
3739852,3077028,999999999
3746362,3083259,999999999
3746362,3083260,0
3811117,3140606,999999999
3811117,3140754,0
3811217,3140706,999999999
3811218,3140707,999999999
3811219,3140708,999999999
3811220,3140709,3140709
3811220,4544809,999999999
3811220,3911136,0
3811221,3140710,3140710
3811222,3140711,3140711
3811222,3962524,999999999
3811222,3911941,0
3811222,3962333,0
3811223,3336896,0
3811223,3336894,999999999
3811223,3336895,0
3811224,3866529,999999999
3811224,3140713,3140713
3811225,4447527,0
3811225,3140714,3140714
3811225,4619467,0
3811225,4636004,999999999
3811225,3904980,0
3811225,4455747,0
3811226,3140715,999999999
3811227,3140716,999999999
3811228,3140717,999999999
3811229,3140718,999999999
3811230,3140719,0
3811230,4015507,999999999
3811231,3140720,999999999
3811232,3140721,0
3811232,3911037,999999999
3811233,3140722,999999999
3811234,3646301,0
3811234,3140723,0
3811234,3646302,999999999
3811235,3140724,999999999
3811236,3140725,0
3811236,3911845,999999999
3811237,3140726,0
3811237,4520182,999999999
3811238,3140727,999999999
3811239,3490599,3490599
3811239,3490598,0
3811239,3490597,999999999
3811240,3911036,999999999
3811240,3140729,0
3811241,3140730,999999999
3811242,3459039,3459039
3811242,3459038,999999999
3811242,3459040,0
3811243,3322585,3322585
3811243,3322584,999999999
3811243,3322586,0
3811244,3140733,999999999
3811245,3140734,0
3811245,3589632,999999999
3811246,3140735,3140735
3811247,3322588,3322588
3811247,3322587,999999999
3811247,3322589,0
3811248,4023770,999999999
3811248,3140737,0
3811249,3140738,999999999
3811250,3140739,999999999
3811251,3896961,0
3811251,4615759,0
3811251,4617360,999999999
3811251,3140740,3140740
3811251,3904368,0
3811252,3911240,999999999
3811252,3140741,0
3811253,3140742,999999999
3811254,3140743,3140743
3811254,4209996,0
3811254,4150529,0
3811254,3910535,0
3811254,3911335,0
3811254,4491025,0
3811254,4355256,0
3811254,4588443,999999999
3811254,4486612,0
3811254,4535258,0
3811255,3140744,999999999
3811256,4486409,999999999
3811256,3140745,3140745
3811256,4481491,0
3811256,3880857,0
3811256,3946168,0
3811256,3896756,0
3811256,3962525,0
3811257,3911039,999999999
3811257,3140746,0
3811258,3140747,0
3811258,3911235,999999999
3811259,3911238,999999999
3811259,3140748,0
3811260,3140749,999999999
3811261,3867640,0
3811261,3140750,3140750
3811261,4059472,0
3811261,3896755,0
3811261,3869249,0
3811261,4211675,999999999
3811262,3140751,999999999
3811263,3140752,999999999
3811264,3140753,999999999
3811265,3959912,0
3811265,3140755,3140755
3811265,3962224,999999999
3811266,3986338,999999999
3811266,3140756,3140756
3811267,3959307,0
3811267,3959710,999999999
3811267,3140757,3140757
3811267,3928440,0
3811268,3899213,999999999
3811268,3140758,3140758
3811269,3960217,999999999
3811269,3917500,0
3811269,3932780,0
3811269,3140759,3140759
3811269,3919413,0
3811270,3547253,3547253
3811270,3547252,3547252
3811270,3547251,999999999
3814618,3144206,3144206
3814618,4051934,999999999
3814619,3144207,999999999
3814620,3144208,999999999
3814621,4084508,999999999
3814621,3144209,3144209
3814622,3458833,999999999
3814622,3458834,0
3814623,3144211,999999999
3814624,3991113,999999999
3814624,3144212,3144212
3814625,3316588,0
3814625,3316587,999999999
3814625,3316589,0
3814626,3144214,999999999
3814627,3144215,999999999
3814628,3311433,0
3814628,3646401,999999999
3814628,3311434,0
3814629,3998068,999999999
3814629,3144217,3144217
3814630,3144218,999999999
3814631,3144219,999999999
3814632,3144220,999999999
3814633,3459241,999999999
3814633,3459242,0
3814633,3459244,0
3814633,3459243,0
3814634,3144222,999999999
3814635,3144223,999999999
3814636,3144224,999999999
3814637,3144225,999999999
3814638,3316378,0
3814638,3316379,0
3814638,3316377,999999999
3814639,4122900,999999999
3814639,3144227,0
3814640,3144228,999999999
3814641,3316583,0
3814641,3316581,0
3814641,3316582,3316582
3814641,3316580,999999999
3814642,3144230,999999999
3814643,3144231,3144231
3814643,4049116,999999999
3814644,3316585,3316585
3814644,3316586,0
3814644,3316584,999999999
3814645,4612844,0
3814645,4635806,999999999
3814645,3144233,3144233
3814645,4541485,0
3814646,3316482,0
3814646,3316481,3316481
3814646,3316480,999999999
3814647,3144235,3144235
3814647,3591038,999999999
3814648,3144236,999999999
3814649,3144237,3144237
3814650,3315662,999999999
3814650,3315664,0
3814650,3315663,0
3814651,3144239,999999999
3814652,3144240,3144240
3814652,3921949,0
3814652,4311242,0
3814652,4335382,999999999
3814653,3144241,999999999
3814654,3144242,999999999
3814655,3144243,999999999
3814656,3144244,999999999
3814657,3144245,3144245
3814657,3962328,999999999
3814658,3144246,999999999
3814659,3144247,999999999
3862625,3185732,999999999
3863848,4234416,999999999
3863848,3187252,3187252
3865268,3311725,999999999
3865268,3311727,0
3865268,3311728,3311728
3865268,3311726,3311726
3912320,3233728,999999999
3985980,3299339,3299339
3985980,3599849,999999999
3985982,3299340,999999999
3994009,3305651,3305651
4011627,3320549,999999999
4011627,3320550,0
4016827,3324814,0
4016827,3324813,999999999
4021334,3330275,999999999
4021334,3330276,0
4027622,3333843,999999999
4027623,3333844,999999999
4027624,3333845,999999999
4027625,3333846,999999999
4027626,3905086,0
4027626,3962327,0
4027626,3912758,0
4027626,3960111,0
4027626,3905085,0
4027626,3910536,0
4027626,3960112,3960112
4027626,4037708,999999999
4027626,3333847,3333847
4027627,3333848,999999999
4027628,3333849,999999999
4027629,3333850,999999999
4027630,3333851,999999999
4027631,3333852,999999999
4027632,3333853,999999999
4027633,3333854,999999999
4027633,3911937,0
4027634,3333855,999999999
4027635,3333856,999999999
4027636,3333857,999999999
4027637,3899830,0
4027637,3333858,999999999
4027638,3333859,999999999
4027639,3333860,999999999
4027640,4049414,0
4027640,4049415,4049415
4027640,3333861,999999999
4027641,3333862,999999999
4027642,3333863,3333863
4027643,3333864,3333864
4027643,3832479,0
4027643,3832480,3832480
4027643,3832478,999999999
4027644,3899215,0
4027644,3333865,3333865
4027644,3899214,999999999
4027645,3333866,999999999
4027646,3947700,0
4027646,3333867,3333867
4027646,4012169,0
4027646,4200804,4200804
4027647,3333868,3333868
4027647,3877432,999999999
4027647,3877433,0
4027647,3912843,0
4027647,4036605,0
4027648,3413615,3413615
4027648,3413616,0
4027648,3413614,999999999
4027649,3775838,999999999
4027649,3333870,3333870
4027649,4478368,0
4027649,3775839,0
4027650,3333871,3333871
4027651,3333872,999999999
4027652,3333873,0
4027652,4100577,999999999
4027652,4085625,0
4027652,4085626,0
4027653,3333874,3333874
4027653,3947699,0
4027653,3928439,0
4027653,3955072,3955072
4027653,3953058,0
4061547,3356140,3356140
4061547,3356139,999999999
4064076,3357569,999999999
4081550,4106319,0
4081550,4084408,0
4081550,3714930,999999999
4081550,3714931,0
4081550,3541662,0
4081550,3541663,3541663
4081550,3541664,3541664
4102606,3386378,999999999
4102606,3386379,3386379
4102607,3386382,999999999
4102607,3386383,0
4126117,3410951,3410951
4126117,3410950,999999999
4191455,3464120,999999999
4191455,3464121,3464121
4218652,3488040,999999999
4218652,3488041,3488041
4237126,3503913,3503913
4237126,3503912,999999999
4259655,3521427,3521427
4259655,3521426,999999999
4278467,3541137,999999999
4286407,3549182,0
4286407,4066665,0
4286407,4012171,0
4286407,3580286,0
4286407,3580285,999999999
4286407,3549183,3549183
4292600,3555369,0
4292600,3629993,999999999
4292600,3555368,0
4305390,3568542,999999999
4305390,3568543,0
4362517,3626660,999999999
4362517,3626661,0
4362717,3626865,999999999
4362717,3626866,3626866
4365942,3628491,999999999
4365942,3628492,3628492
4366142,3628790,0
4366142,3628789,999999999
4366242,3628689,999999999
4366242,3628690,0
4366662,3931877,3931877
4366662,3629901,3629901
4366662,3629900,999999999
4380440,3642846,3642846
4380440,3642845,999999999
4385426,3646806,999999999
4385426,3646807,0
4385427,3867833,3867833
4385427,3646808,0
4385427,3646809,3646809
4385427,3807429,0
4385427,3807428,999999999
4386341,3647613,999999999
4386341,3647614,0
4386441,3647515,999999999
4386441,3647516,3647516
4386342,3647615,999999999
4386342,3647616,3647616
4386342,4053843,0
4436583,3693024,999999999
4436583,3947701,0
4436583,3693025,3693025
4476711,3733645,3733645
4476711,3733646,3733646
4476711,3733644,999999999
4476711,4058666,0
4476711,4058665,0
4476711,4484403,0
4490637,3746359,999999999
4490637,3746360,3746360
4520923,3773799,999999999
4520923,3773800,0
4521023,3773701,0
4521023,3773700,999999999
4541843,3794392,999999999
4541843,3794393,3794393
4544489,3798423,3798423
4544489,3798422,999999999
4548941,3802376,3802376
4548941,3802375,999999999
4556824,3809959,999999999
4556824,3809960,3809960
4597926,3847930,999999999
4597926,3847931,3847931
4623323,3875009,0
4623323,3875008,999999999
4623324,3875011,999999999
4623324,3875012,0
4663175,3932479,999999999
4663175,3932480,3932480
4700850,3991006,3991006
4700850,3991007,3991007
4700850,3991005,999999999
4703783,3994547,3994547
4703783,3994546,999999999
4707148,3999890,3999890
4707148,3999889,999999999
4747151,4053441,999999999
4747151,4053442,0
4770520,4084209,999999999
4770520,4084210,0
4772240,4086123,0
4772240,4086122,999999999
4816645,4152960,0
4816645,4152959,999999999
4825782,4167458,0
4825782,4167457,999999999
4836698,4182482,999999999
4836698,4182483,0
4869916,4226971,999999999
4869916,4226972,0
4901924,4274722,999999999
4901924,4274723,0
4930461,4309024,999999999
4930461,4309025,0
4947169,4337192,999999999
4947169,4337193,0
4987142,4415584,999999999
4987142,4415585,0
5041228,4507122,0
5041228,4507121,999999999
5058298,4535860,0
5058298,4535859,999999999
5062966,4544509,999999999
5062966,4544510,0
2430905,1895679,999999999
1677665,1256981,999999999
1677712,3500114,8888888
1677712,3500113,999999999
1677972,1257288,8888888
1677972,4298174,0
1677972,4583380,999999999
1677972,4376451,0
1677972,4353759,0
1677972,4482655,0
1678011,1257327,999999999
1678297,1257613,999999999
1678413,3593753,999999999
1678413,1262453,8888888
1678413,1257729,0
1679003,1258318,999999999
1679265,1258580,8888888
1679265,4330296,0
1679265,4373446,999999999
1679265,4118128,0
1679304,1262651,8888888
1679304,1258619,999999999
1679768,1259083,999999999
1680545,1259860,999999999
1682151,1929142,1929142
1682151,1261466,1261466
1682154,1261469,999999999
1682417,1261732,999999999
1682465,1261780,999999999
1682465,1263283,8888888
1682528,1261843,999999999
1682528,1263301,8888888
1845888,1373618,8888888
1845888,4117911,999999999
2839239,2301533,999999999
1460799,4351396,0
1460799,3940006,0
1460799,4487890,999999999
1460799,1059382,1059382
1475432,3760427,0
1475432,3760426,999999999
1475432,1072215,0
1475432,1713716,1713716
1649663,4212265,0
1649663,3882377,0
1649663,3899842,0
1649663,4378798,999999999
1649663,4350929,0
1649663,4322689,0
1649663,3167991,3167991
1677399,3929608,0
1677399,4330231,0
1677399,4632298,999999999
1677399,4372919,0
1677399,4364206,0
1677399,1256715,8888888
1677399,4622087,0
1677499,1256815,1256815
1677499,3906040,999999999
1677599,1256915,8888888
1677599,3578016,999999999
1677600,3613816,3613816
1677600,3665419,0
1677600,3665418,0
1677600,3665518,999999999
1677600,3614119,0
1677600,1256916,1256916
1677600,3613817,0
1677601,4120130,0
1677601,4331093,999999999
1677601,1256917,8888888
1677602,1256918,8888888
1677602,3906596,999999999
1677603,4517940,999999999
1677603,1256919,8888888
1677603,4331662,0
1677603,4195075,0
1677604,4120118,0
1677604,1256920,8888888
1677604,4331062,999999999
1677605,2219595,999999999
1677605,2219596,0
1677605,2219597,8888888
1677606,4117879,0
1677606,4373067,999999999
1677606,1256922,8888888
1677606,4330226,0
1677607,4298068,0
1677607,1256923,8888888
1677607,4353556,0
1677607,4376447,0
1677607,4482649,0
1677607,4583375,999999999
1677608,4331069,999999999
1677608,1256924,8888888
1677608,4120119,0
1677609,3954365,999999999
1677609,1256925,8888888
1677610,3954366,999999999
1677610,1256926,8888888
1677611,3499945,999999999
1677611,3499946,8888888
1677612,4314756,0
1677612,1256928,8888888
1677612,4045200,0
1677612,4375935,999999999
1677612,4353172,0
1677613,3110456,999999999
1677613,3110457,8888888
1677614,1256930,8888888
1677614,4331068,999999999
1677614,4119705,0
1677615,1256931,8888888
1677615,3906045,999999999
1677616,3500663,999999999
1677616,3500664,8888888
1677617,1256933,8888888
1677617,4120126,0
1677617,4331098,999999999
1677618,3954369,999999999
1677618,1256934,8888888
1677619,3110435,3110435
1677619,3741188,3741188
1677619,3741187,3741187
1677619,3741088,3741088
1677619,3110434,3110434
1677619,3741087,3741087
1677620,1256936,1256936
1677620,4373069,999999999
1677620,4330228,0
1677620,4117981,0
1677621,3933388,999999999
1677621,1256937,1256937
1677622,3464828,0
1677622,3464829,8888888
1677622,3578938,999999999
1677623,1256939,0
1677623,3796101,999999999
1677623,3577570,8888888
1677624,1256940,8888888
1677624,4527917,999999999
1677624,4354560,0
1677624,4479815,0
1677625,1256941,8888888
1677625,3593531,999999999
1677626,1256942,8888888
1677626,3920571,999999999
1677627,4376452,0
1677627,4353760,0
1677627,4583381,999999999
1677627,4482657,0
1677627,4298175,0
1677627,1256943,8888888
1677628,1256716,8888888
1677628,1256944,0
1677628,4209096,0
1677628,4106799,0
1677628,4366119,999999999
1677628,4330468,0
1677629,3465309,8888888
1677629,3465308,999999999
1677630,3500069,999999999
1677630,3500070,3500070
1677631,3906301,999999999
1677631,1256947,8888888
1677632,3497929,0
1677632,3578785,999999999
1677632,3497930,8888888
1677633,3906388,999999999
1677633,1256949,0
1677633,1256717,8888888
1677634,1256950,8888888
1677634,4354452,0
1677634,4620695,999999999
1677635,1256718,8888888
1677635,1256951,999999999
1677636,1256952,8888888
1677636,3577518,999999999
1677637,3500116,8888888
1677637,3500115,999999999
1677638,3906486,999999999
1677638,1256954,8888888
1677639,3465801,999999999
1677639,3465802,8888888
1677640,3954181,999999999
1677640,1256956,8888888
1677641,3906054,999999999
1677641,1256957,0
1677641,1256719,1256719
1677642,3110321,8888888
1677642,3110320,0
1677642,3110319,999999999
1677643,3906071,999999999
1677643,1256959,8888888
1677644,1256721,1256721
1677644,1427360,1427360
1677644,1256960,1256960
1677644,3593536,3593536
1677646,3920581,999999999
1677646,1256962,8888888
1677647,1256963,999999999
1677647,1256722,8888888
1677648,3465827,999999999
1677648,3465828,8888888
1677649,4331073,999999999
1677649,4119706,0
1677649,1256965,8888888
1677650,1256966,8888888
1677650,4330234,0
1677650,4373450,999999999
1677650,4118082,0
1677651,1256967,8888888
1677651,3920580,999999999
1677652,3465669,999999999
1677652,3465670,8888888
1677653,4355252,999999999
1677653,3747673,8888888
1677653,3977781,0
1677654,1256970,8888888
1677654,3906204,999999999
1677655,4528217,999999999
1677655,4479817,0
1677655,1256971,8888888
1677655,4354561,0
1677656,2441867,2441867
1677656,2441866,2441866
1677656,2441868,2441868
1677657,3110327,8888888
1677657,3110326,999999999
1677658,1256974,8888888
1677658,3954374,999999999
1677659,1256975,8888888
1677659,3577866,999999999
1677660,3493415,999999999
1677660,3493416,8888888
1677661,4583387,999999999
1677661,4298471,0
1677661,1256977,8888888
1677661,4376539,0
1677661,4353768,0
1677661,4482661,0
1677662,1256978,999999999
1677663,4032946,0
1677663,3501179,0
1677663,3501178,999999999
1677663,4330472,0
1677663,4209109,0
1677663,3501180,8888888
